filepath_rel,class_id,split,base_id,is_original,filepath,image_id,sol,instrument,class_name
0037MR0000990110101083D01_DRCL.jpg,15,train,0037MR0000990110101083D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037MR0000990110101083D01_DRCL.jpg,0037MR0000990110101083D01_DRCL,37,mastcam_right,Sun
0618MR0026010020401271E01_DRCL.jpg,7,train,0618MR0026010020401271E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0618MR0026010020401271E01_DRCL.jpg,0618MR0026010020401271E01_DRCL,618,mastcam_right,Distant landscape
0676ML0028720070303873E01_DRCL.jpg,3,train,0676ML0028720070303873E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0676ML0028720070303873E01_DRCL.jpg,0676ML0028720070303873E01_DRCL,676,mastcam_left,Nearby surface
0111ML0006890050103665E01_DRCL.jpg,2,train,0111ML0006890050103665E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0111ML0006890050103665E01_DRCL.jpg,0111ML0006890050103665E01_DRCL,111,mastcam_left,Artifact
0369MR0015020000301682L01_DRCL.jpg,15,train,0369MR0015020000301682L01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0369MR0015020000301682L01_DRCL.jpg,0369MR0015020000301682L01_DRCL,369,mastcam_right,Sun
0363MR0014720000301433Q01_DRCL.jpg,2,train,0363MR0014720000301433Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0363MR0014720000301433Q01_DRCL.jpg,0363MR0014720000301433Q01_DRCL,363,mastcam_right,Artifact
0752ML0032320850206193E01_DRCL.jpg,3,train,0752ML0032320850206193E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0752ML0032320850206193E01_DRCL.jpg,0752ML0032320850206193E01_DRCL,752,mastcam_left,Nearby surface
0042MR0006330000102098I01_DRCL.jpg,2,train,0042MR0006330000102098I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0006330000102098I01_DRCL.jpg,0042MR0006330000102098I01_DRCL,42,mastcam_right,Artifact
0037MR0000990110101080D01_DRCL.jpg,15,train,0037MR0000990110101080D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037MR0000990110101080D01_DRCL.jpg,0037MR0000990110101080D01_DRCL,37,mastcam_right,Sun
0783ML0033840000400407D01_DRCL.jpg,9,train,0783ML0033840000400407D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0783ML0033840000400407D01_DRCL.jpg,0783ML0033840000400407D01_DRCL,783,mastcam_left,Night sky
0107ML0006820920103238E01_DRCL.jpg,3,train,0107ML0006820920103238E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0107ML0006820920103238E01_DRCL.jpg,0107ML0006820920103238E01_DRCL,107,mastcam_left,Nearby surface
0042MR0001830110101799Q01_DRCL.jpg,2,train,0042MR0001830110101799Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001830110101799Q01_DRCL.jpg,0042MR0001830110101799Q01_DRCL,42,mastcam_right,Artifact
0037MR0000990110101082D01_DRCL.jpg,15,train,0037MR0000990110101082D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037MR0000990110101082D01_DRCL.jpg,0037MR0000990110101082D01_DRCL,37,mastcam_right,Sun
0364ML0014810380108596E01_DRCL.jpg,3,train,0364ML0014810380108596E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0364ML0014810380108596E01_DRCL.jpg,0364ML0014810380108596E01_DRCL,364,mastcam_left,Nearby surface
0369MR0015020000301627L01_DRCL.jpg,15,train,0369MR0015020000301627L01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0369MR0015020000301627L01_DRCL.jpg,0369MR0015020000301627L01_DRCL,369,mastcam_right,Sun
0042MR0001830110101825Q01_DRCL.jpg,2,train,0042MR0001830110101825Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001830110101825Q01_DRCL.jpg,0042MR0001830110101825Q01_DRCL,42,mastcam_right,Artifact
0421ML0017200480201131E01_DRCL.jpg,3,train,0421ML0017200480201131E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0421ML0017200480201131E01_DRCL.jpg,0421ML0017200480201131E01_DRCL,421,mastcam_left,Nearby surface
0020ML0001130000100616C00_DRCL.jpg,3,train,0020ML0001130000100616C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0020ML0001130000100616C00_DRCL.jpg,0020ML0001130000100616C00_DRCL,20,mastcam_left,Nearby surface
0042MR0001830110101873Q01_DRCL.jpg,2,train,0042MR0001830110101873Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001830110101873Q01_DRCL.jpg,0042MR0001830110101873Q01_DRCL,42,mastcam_right,Artifact
0730ML0031280040305139D01_DRCL.jpg,2,train,0730ML0031280040305139D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0730ML0031280040305139D01_DRCL.jpg,0730ML0031280040305139D01_DRCL,730,mastcam_left,Artifact
0037MR0000990110100982Q01_DRCL.jpg,2,train,0037MR0000990110100982Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037MR0000990110100982Q01_DRCL.jpg,0037MR0000990110100982Q01_DRCL,37,mastcam_right,Artifact
0781ML0033720060400324E01_DRCL.jpg,9,train,0781ML0033720060400324E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0781ML0033720060400324E01_DRCL.jpg,0781ML0033720060400324E01_DRCL,781,mastcam_left,Night sky
0883MH0004080050302624C00_DRCL.jpg,9,train,0883MH0004080050302624C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0883MH0004080050302624C00_DRCL.jpg,0883MH0004080050302624C00_DRCL,883,mahli,Night sky
0038MR0001730090101217C00_DRCL.jpg,2,train,0038MR0001730090101217C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0038MR0001730090101217C00_DRCL.jpg,0038MR0001730090101217C00_DRCL,38,mastcam_right,Artifact
0802MH0003830020300404I01_DRCL.jpg,4,train,0802MH0003830020300404I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0802MH0003830020300404I01_DRCL.jpg,0802MH0003830020300404I01_DRCL,802,mahli,Close-up rock
0489MR0019470230303050I01_DRCL.jpg,2,train,0489MR0019470230303050I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0489MR0019470230303050I01_DRCL.jpg,0489MR0019470230303050I01_DRCL,489,mastcam_right,Artifact
0289ML0009620000106334M00_DRCL.jpg,2,train,0289ML0009620000106334M00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0289ML0009620000106334M00_DRCL.jpg,0289ML0009620000106334M00_DRCL,289,mastcam_left,Artifact
0275MH0002570030102971I01_DRCL.jpg,4,train,0275MH0002570030102971I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0275MH0002570030102971I01_DRCL.jpg,0275MH0002570030102971I01_DRCL,275,mahli,Close-up rock
0042ML0001830110102008Q01_DRCL.jpg,15,train,0042ML0001830110102008Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110102008Q01_DRCL.jpg,0042ML0001830110102008Q01_DRCL,42,mastcam_left,Sun
0037ML0001640070101313D01_DRCL.jpg,2,train,0037ML0001640070101313D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0001640070101313D01_DRCL.jpg,0037ML0001640070101313D01_DRCL,37,mastcam_left,Artifact
0042MR0001830110101526Q01_DRCL.jpg,2,train,0042MR0001830110101526Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001830110101526Q01_DRCL.jpg,0042MR0001830110101526Q01_DRCL,42,mastcam_right,Artifact
0042ML0001830110101725D01_DRCL.jpg,15,train,0042ML0001830110101725D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110101725D01_DRCL.jpg,0042ML0001830110101725D01_DRCL,42,mastcam_left,Sun
0368MR0014900000301525L01_DRCL.jpg,15,train,0368MR0014900000301525L01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0368MR0014900000301525L01_DRCL.jpg,0368MR0014900000301525L01_DRCL,368,mastcam_right,Sun
0564MH0003590020201832I01_DRCL.jpg,4,train,0564MH0003590020201832I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0564MH0003590020201832I01_DRCL.jpg,0564MH0003590020201832I01_DRCL,564,mahli,Close-up rock
0020ML0000570110100416C00_DRCL.jpg,3,train,0020ML0000570110100416C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0020ML0000570110100416C00_DRCL.jpg,0020ML0000570110100416C00_DRCL,20,mastcam_left,Nearby surface
0042MR0001830110101975Q01_DRCL.jpg,2,train,0042MR0001830110101975Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001830110101975Q01_DRCL.jpg,0042MR0001830110101975Q01_DRCL,42,mastcam_right,Artifact
0289ML0009620000106330M00_DRCL.jpg,2,train,0289ML0009620000106330M00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0289ML0009620000106330M00_DRCL.jpg,0289ML0009620000106330M00_DRCL,289,mastcam_left,Artifact
0489ML0019470190202404D01_DRCL.jpg,2,train,0489ML0019470190202404D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0489ML0019470190202404D01_DRCL.jpg,0489ML0019470190202404D01_DRCL,489,mastcam_left,Artifact
0066ML0003650000102523Q01_DRCL.jpg,1,train,0066ML0003650000102523Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0066ML0003650000102523Q01_DRCL.jpg,0066ML0003650000102523Q01_DRCL,66,mastcam_left,Other rover part
0788ML0034360040400505D01_DRCL.jpg,2,train,0788ML0034360040400505D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0788ML0034360040400505D01_DRCL.jpg,0788ML0034360040400505D01_DRCL,788,mastcam_left,Artifact
0039MR0001740020101230E01_DRCL.jpg,3,train,0039MR0001740020101230E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0039MR0001740020101230E01_DRCL.jpg,0039MR0001740020101230E01_DRCL,39,mastcam_right,Nearby surface
0320ML0010520020107750D01_DRCL.jpg,2,train,0320ML0010520020107750D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0320ML0010520020107750D01_DRCL.jpg,0320ML0010520020107750D01_DRCL,320,mastcam_left,Artifact
0042ML0001810030101539Q01_DRCL.jpg,15,train,0042ML0001810030101539Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101539Q01_DRCL.jpg,0042ML0001810030101539Q01_DRCL,42,mastcam_left,Sun
0042ML0001830110101878Q01_DRCL.jpg,15,train,0042ML0001830110101878Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110101878Q01_DRCL.jpg,0042ML0001830110101878Q01_DRCL,42,mastcam_left,Sun
0389ML0016000060200448E01_DRCL.jpg,7,train,0389ML0016000060200448E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0389ML0016000060200448E01_DRCL.jpg,0389ML0016000060200448E01_DRCL,389,mastcam_left,Distant landscape
0054MH0000170030100338I01_DRCL.jpg,2,train,0054MH0000170030100338I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0054MH0000170030100338I01_DRCL.jpg,0054MH0000170030100338I01_DRCL,54,mahli,Artifact
0755MH0002990020204536I01_DRCL.jpg,6,train,0755MH0002990020204536I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0755MH0002990020204536I01_DRCL.jpg,0755MH0002990020204536I01_DRCL,755,mahli,DRT spot
0037ML0000990110100928Q01_DRCL.jpg,15,train,0037ML0000990110100928Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110100928Q01_DRCL.jpg,0037ML0000990110100928Q01_DRCL,37,mastcam_left,Sun
0037ML0000990110101192Q01_DRCL.jpg,15,train,0037ML0000990110101192Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101192Q01_DRCL.jpg,0037ML0000990110101192Q01_DRCL,37,mastcam_left,Sun
0037ML0000990110101198Q01_DRCL.jpg,15,train,0037ML0000990110101198Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101198Q01_DRCL.jpg,0037ML0000990110101198Q01_DRCL,37,mastcam_left,Sun
0074MH0000880020100798I01_DRCL.jpg,4,train,0074MH0000880020100798I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0074MH0000880020100798I01_DRCL.jpg,0074MH0000880020100798I01_DRCL,74,mahli,Close-up rock
0042ML0001830110101628Q01_DRCL.jpg,15,train,0042ML0001830110101628Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110101628Q01_DRCL.jpg,0042ML0001830110101628Q01_DRCL,42,mastcam_left,Sun
0037ML0000990110101054Q01_DRCL.jpg,15,train,0037ML0000990110101054Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101054Q01_DRCL.jpg,0037ML0000990110101054Q01_DRCL,37,mastcam_left,Sun
0042ML0001810030101423Q01_DRCL.jpg,15,train,0042ML0001810030101423Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101423Q01_DRCL.jpg,0042ML0001810030101423Q01_DRCL,42,mastcam_left,Sun
0042ML0001810030101425Q01_DRCL.jpg,15,train,0042ML0001810030101425Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101425Q01_DRCL.jpg,0042ML0001810030101425Q01_DRCL,42,mastcam_left,Sun
0783MR0033770000204176E01_DRCL.jpg,2,train,0783MR0033770000204176E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0783MR0033770000204176E01_DRCL.jpg,0783MR0033770000204176E01_DRCL,783,mastcam_right,Artifact
0037ML0000990110101053Q01_DRCL.jpg,15,train,0037ML0000990110101053Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101053Q01_DRCL.jpg,0037ML0000990110101053Q01_DRCL,37,mastcam_left,Sun
0042MR0001810030101255K00_DRCL.jpg,15,train,0042MR0001810030101255K00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001810030101255K00_DRCL.jpg,0042MR0001810030101255K00_DRCL,42,mastcam_right,Sun
0037ML0000990110101291Q01_DRCL.jpg,15,train,0037ML0000990110101291Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101291Q01_DRCL.jpg,0037ML0000990110101291Q01_DRCL,37,mastcam_left,Sun
0042MR0001810030101288K00_DRCL.jpg,15,train,0042MR0001810030101288K00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042MR0001810030101288K00_DRCL.jpg,0042MR0001810030101288K00_DRCL,42,mastcam_right,Sun
0042ML0001830110101883Q01_DRCL.jpg,15,train,0042ML0001830110101883Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110101883Q01_DRCL.jpg,0042ML0001830110101883Q01_DRCL,42,mastcam_left,Sun
0042ML0001810030101514Q01_DRCL.jpg,15,train,0042ML0001810030101514Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101514Q01_DRCL.jpg,0042ML0001810030101514Q01_DRCL,42,mastcam_left,Sun
0037ML0000990110100972Q01_DRCL.jpg,15,train,0037ML0000990110100972Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110100972Q01_DRCL.jpg,0037ML0000990110100972Q01_DRCL,37,mastcam_left,Sun
0042ML0001810030101509Q01_DRCL.jpg,15,train,0042ML0001810030101509Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101509Q01_DRCL.jpg,0042ML0001810030101509Q01_DRCL,42,mastcam_left,Sun
0178MH0001490020102473I01_DRCL.jpg,4,train,0178MH0001490020102473I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0178MH0001490020102473I01_DRCL.jpg,0178MH0001490020102473I01_DRCL,178,mahli,Close-up rock
0323ML0013140170107810E01_DRCL.jpg,3,train,0323ML0013140170107810E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0323ML0013140170107810E01_DRCL.jpg,0323ML0013140170107810E01_DRCL,323,mastcam_left,Nearby surface
0042ML0001810030101401Q01_DRCL.jpg,15,train,0042ML0001810030101401Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101401Q01_DRCL.jpg,0042ML0001810030101401Q01_DRCL,42,mastcam_left,Sun
0116MR0007280130200649D01_DRCL.jpg,3,train,0116MR0007280130200649D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0116MR0007280130200649D01_DRCL.jpg,0116MR0007280130200649D01_DRCL,116,mastcam_right,Nearby surface
0037ML0000990110101049Q01_DRCL.jpg,15,train,0037ML0000990110101049Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110101049Q01_DRCL.jpg,0037ML0000990110101049Q01_DRCL,37,mastcam_left,Sun
0042ML0001810030101402Q01_DRCL.jpg,15,train,0042ML0001810030101402Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001810030101402Q01_DRCL.jpg,0042ML0001810030101402Q01_DRCL,42,mastcam_left,Sun
0735ML0031520200205308E01_DRCL.jpg,3,train,0735ML0031520200205308E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0735ML0031520200205308E01_DRCL.jpg,0735ML0031520200205308E01_DRCL,735,mastcam_left,Nearby surface
0069MH0000820010100760E01_DRCL.jpg,4,train,0069MH0000820010100760E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0069MH0000820010100760E01_DRCL.jpg,0069MH0000820010100760E01_DRCL,69,mahli,Close-up rock
0114MR0006990100200609D01_DRCL.jpg,11,train,0114MR0006990100200609D01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0114MR0006990100200609D01_DRCL.jpg,0114MR0006990100200609D01_DRCL,114,mastcam_right,Layers
0037ML0000990110100961Q01_DRCL.jpg,15,train,0037ML0000990110100961Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0037ML0000990110100961Q01_DRCL.jpg,0037ML0000990110100961Q01_DRCL,37,mastcam_left,Sun
0042ML0001830110101639Q01_DRCL.jpg,15,train,0042ML0001830110101639Q01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0042ML0001830110101639Q01_DRCL.jpg,0042ML0001830110101639Q01_DRCL,42,mastcam_left,Sun
0613MH0003900000203392E00_DRCL.jpg,1,train,0613MH0003900000203392E00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0613MH0003900000203392E00_DRCL.jpg,0613MH0003900000203392E00_DRCL,613,mahli,Other rover part
0903MR0039510110501337C00_DRCL.jpg,14,train,0903MR0039510110501337C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0903MR0039510110501337C00_DRCL.jpg,0903MR0039510110501337C00_DRCL,903,mastcam_right,Sand
0796MR0034760220500168E01_DRCL.jpg,11,train,0796MR0034760220500168E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0796MR0034760220500168E01_DRCL.jpg,0796MR0034760220500168E01_DRCL,796,mastcam_right,Layers
0631MR0026080120401642E01_DRCL.jpg,11,train,0631MR0026080120401642E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0631MR0026080120401642E01_DRCL.jpg,0631MR0026080120401642E01_DRCL,631,mastcam_right,Layers
0634ML0026910020302636E01_DRCL.jpg,16,train,0634ML0026910020302636E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0634ML0026910020302636E01_DRCL.jpg,0634ML0026910020302636E01_DRCL,634,mastcam_left,Wheel
0137ML0008181070104252E01_DRCL.jpg,17,train,0137ML0008181070104252E01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0137ML0008181070104252E01_DRCL.jpg,0137ML0008181070104252E01_DRCL,137,mastcam_left,Wheel joint
0628MH0004100010203668C00_DRCL.jpg,8,train,0628MH0004100010203668C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0628MH0004100010203668C00_DRCL.jpg,0628MH0004100010203668C00_DRCL,628,mahli,Drill hole
0173MR0008940000201798C00_DRCL.jpg,1,train,0173MR0008940000201798C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0173MR0008940000201798C00_DRCL.jpg,0173MR0008940000201798C00_DRCL,173,mastcam_right,Other rover part
0304MH0002970010103881C00_DRCL.jpg,12,train,0304MH0002970010103881C00_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0304MH0002970010103881C00_DRCL.jpg,0304MH0002970010103881C00_DRCL,304,mahli,Light-toned veins
0581MR0024300120400269I01_DRCL.jpg,2,train,0581MR0024300120400269I01_DRCL,True,data/msl/extracted/msl-labeled-data-set-v2.1/images/0581MR0024300120400269I01_DRCL.jpg,0581MR0024300120400269I01_DRCL,581,mastcam_right,Artifact
