filename,class_id,split,source_id,landmark_id,is_original,aug_token,class_name,filepath,image_id
ESP_046549_1790_RED-0052.jpg,5,train,ESP_046549_1790,ESP_046549_1790_RED-0052,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0052.jpg,ESP_046549_1790_RED-0052
ESP_046834_1525_RED-0157.jpg,5,train,ESP_046834_1525,ESP_046834_1525_RED-0157,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0157.jpg,ESP_046834_1525_RED-0157
ESP_013049_0950_RED-0089.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0089,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0089.jpg,ESP_013049_0950_RED-0089
ESP_013049_0950_RED-0160.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0160,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0160.jpg,ESP_013049_0950_RED-0160
ESP_013049_0950_RED-0007.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0007,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0007.jpg,ESP_013049_0950_RED-0007
ESP_029793_2005_RED-0157.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0157,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0157.jpg,ESP_029793_2005_RED-0157
ESP_013049_0950_RED-0122.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0122,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0122.jpg,ESP_013049_0950_RED-0122
ESP_013049_0950_RED-0102.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0102,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0102.jpg,ESP_013049_0950_RED-0102
ESP_017038_1790_RED-0058.jpg,1,train,ESP_017038_1790,ESP_017038_1790_RED-0058,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0058.jpg,ESP_017038_1790_RED-0058
ESP_029793_2005_RED-0029.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0029,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0029.jpg,ESP_029793_2005_RED-0029
ESP_013049_0950_RED-0050.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0050,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0050.jpg,ESP_013049_0950_RED-0050
ESP_036272_2420_RED-0009.jpg,1,train,ESP_036272_2420,ESP_036272_2420_RED-0009,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_036272_2420_RED-0009.jpg,ESP_036272_2420_RED-0009
ESP_017038_1790_RED-0084.jpg,1,train,ESP_017038_1790,ESP_017038_1790_RED-0084,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0084.jpg,ESP_017038_1790_RED-0084
ESP_039350_1915_RED-0184.jpg,1,train,ESP_039350_1915,ESP_039350_1915_RED-0184,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_039350_1915_RED-0184.jpg,ESP_039350_1915_RED-0184
ESP_013049_0950_RED-0040.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0040,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0040.jpg,ESP_013049_0950_RED-0040
ESP_029793_2005_RED-0104.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0104,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0104.jpg,ESP_029793_2005_RED-0104
ESP_046549_1790_RED-0002.jpg,5,train,ESP_046549_1790,ESP_046549_1790_RED-0002,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0002.jpg,ESP_046549_1790_RED-0002
ESP_015962_1695_RED-0000.jpg,1,train,ESP_015962_1695,ESP_015962_1695_RED-0000,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_015962_1695_RED-0000.jpg,ESP_015962_1695_RED-0000
ESP_017395_1700_RED-0051.jpg,1,train,ESP_017395_1700,ESP_017395_1700_RED-0051,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017395_1700_RED-0051.jpg,ESP_017395_1700_RED-0051
ESP_017038_1790_RED-0155.jpg,1,train,ESP_017038_1790,ESP_017038_1790_RED-0155,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0155.jpg,ESP_017038_1790_RED-0155
ESP_029793_2005_RED-0151.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0151,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0151.jpg,ESP_029793_2005_RED-0151
ESP_013049_0950_RED-0238.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0238,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0238.jpg,ESP_013049_0950_RED-0238
ESP_012494_2050_RED-0164.jpg,5,train,ESP_012494_2050,ESP_012494_2050_RED-0164,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_012494_2050_RED-0164.jpg,ESP_012494_2050_RED-0164
ESP_013049_0950_RED-0134.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0134,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0134.jpg,ESP_013049_0950_RED-0134
ESP_013049_0950_RED-0119.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0119,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0119.jpg,ESP_013049_0950_RED-0119
ESP_034590_1795_RED-0184.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0184,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0184.jpg,ESP_034590_1795_RED-0184
ESP_013049_0950_RED-0030.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0030,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0030.jpg,ESP_013049_0950_RED-0030
ESP_013049_0950_RED-0043.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0043,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0043.jpg,ESP_013049_0950_RED-0043
ESP_046834_1525_RED-0016.jpg,1,train,ESP_046834_1525,ESP_046834_1525_RED-0016,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0016.jpg,ESP_046834_1525_RED-0016
ESP_013049_0950_RED-0058.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0058,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0058.jpg,ESP_013049_0950_RED-0058
ESP_047947_1795_RED-0015.jpg,1,train,ESP_047947_1795,ESP_047947_1795_RED-0015,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_047947_1795_RED-0015.jpg,ESP_047947_1795_RED-0015
ESP_013049_0950_RED-0117.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0117,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0117.jpg,ESP_013049_0950_RED-0117
ESP_029793_2005_RED-0145.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0145,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0145.jpg,ESP_029793_2005_RED-0145
ESP_013049_0950_RED-0088.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0088,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0088.jpg,ESP_013049_0950_RED-0088
ESP_013049_0950_RED-0178.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0178,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0178.jpg,ESP_013049_0950_RED-0178
ESP_019697_2020_RED-0067.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0067,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0067.jpg,ESP_019697_2020_RED-0067
ESP_013049_0950_RED-0233.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0233,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0233.jpg,ESP_013049_0950_RED-0233
ESP_013049_0950_RED-0218.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0218,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0218.jpg,ESP_013049_0950_RED-0218
ESP_050115_2005_RED-0057.jpg,1,train,ESP_050115_2005,ESP_050115_2005_RED-0057,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_050115_2005_RED-0057.jpg,ESP_050115_2005_RED-0057
ESP_039350_1915_RED-0155.jpg,1,train,ESP_039350_1915,ESP_039350_1915_RED-0155,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_039350_1915_RED-0155.jpg,ESP_039350_1915_RED-0155
ESP_011505_1755_RED-0065.jpg,1,train,ESP_011505_1755,ESP_011505_1755_RED-0065,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_011505_1755_RED-0065.jpg,ESP_011505_1755_RED-0065
ESP_012494_2050_RED-0052.jpg,1,train,ESP_012494_2050,ESP_012494_2050_RED-0052,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_012494_2050_RED-0052.jpg,ESP_012494_2050_RED-0052
ESP_013049_0950_RED-0073.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0073,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0073.jpg,ESP_013049_0950_RED-0073
ESP_046549_1790_RED-0109.jpg,5,train,ESP_046549_1790,ESP_046549_1790_RED-0109,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0109.jpg,ESP_046549_1790_RED-0109
ESP_046834_1525_RED-0029.jpg,1,train,ESP_046834_1525,ESP_046834_1525_RED-0029,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0029.jpg,ESP_046834_1525_RED-0029
ESP_046834_1525_RED-0048.jpg,1,train,ESP_046834_1525,ESP_046834_1525_RED-0048,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0048.jpg,ESP_046834_1525_RED-0048
ESP_046549_1790_RED-0233.jpg,1,train,ESP_046549_1790,ESP_046549_1790_RED-0233,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0233.jpg,ESP_046549_1790_RED-0233
ESP_017038_1790_RED-0066.jpg,1,train,ESP_017038_1790,ESP_017038_1790_RED-0066,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0066.jpg,ESP_017038_1790_RED-0066
ESP_050115_2005_RED-0097.jpg,1,train,ESP_050115_2005,ESP_050115_2005_RED-0097,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_050115_2005_RED-0097.jpg,ESP_050115_2005_RED-0097
ESP_013049_0950_RED-0097.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0097,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0097.jpg,ESP_013049_0950_RED-0097
ESP_034590_1795_RED-0122.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0122,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0122.jpg,ESP_034590_1795_RED-0122
ESP_019697_2020_RED-0053.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0053,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0053.jpg,ESP_019697_2020_RED-0053
ESP_013827_0950_RED-0033.jpg,2,train,ESP_013827_0950,ESP_013827_0950_RED-0033,True,,dark dune,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013827_0950_RED-0033.jpg,ESP_013827_0950_RED-0033
ESP_019697_2020_RED-0088.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0088,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0088.jpg,ESP_019697_2020_RED-0088
ESP_019697_2020_RED-0032.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0032,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0032.jpg,ESP_019697_2020_RED-0032
ESP_017395_1700_RED-0014.jpg,1,train,ESP_017395_1700,ESP_017395_1700_RED-0014,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017395_1700_RED-0014.jpg,ESP_017395_1700_RED-0014
ESP_013049_0950_RED-0060.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0060,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0060.jpg,ESP_013049_0950_RED-0060
ESP_011422_0930_RED-0201.jpg,7,train,ESP_011422_0930,ESP_011422_0930_RED-0201,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_011422_0930_RED-0201.jpg,ESP_011422_0930_RED-0201
ESP_017395_1700_RED-0049.jpg,5,train,ESP_017395_1700,ESP_017395_1700_RED-0049,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017395_1700_RED-0049.jpg,ESP_017395_1700_RED-0049
ESP_034590_1795_RED-0164.jpg,5,train,ESP_034590_1795,ESP_034590_1795_RED-0164,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0164.jpg,ESP_034590_1795_RED-0164
ESP_034590_1795_RED-0057.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0057,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0057.jpg,ESP_034590_1795_RED-0057
ESP_013049_0950_RED-0075.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0075,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0075.jpg,ESP_013049_0950_RED-0075
ESP_034590_1795_RED-0196.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0196,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0196.jpg,ESP_034590_1795_RED-0196
ESP_013049_0950_RED-0071.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0071,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0071.jpg,ESP_013049_0950_RED-0071
ESP_013049_0950_RED-0112.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0112,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0112.jpg,ESP_013049_0950_RED-0112
ESP_013049_0950_RED-0037.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0037,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0037.jpg,ESP_013049_0950_RED-0037
ESP_017038_1790_RED-0154.jpg,1,train,ESP_017038_1790,ESP_017038_1790_RED-0154,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0154.jpg,ESP_017038_1790_RED-0154
ESP_012494_2050_RED-0132.jpg,1,train,ESP_012494_2050,ESP_012494_2050_RED-0132,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_012494_2050_RED-0132.jpg,ESP_012494_2050_RED-0132
ESP_011505_1755_RED-0078.jpg,1,train,ESP_011505_1755,ESP_011505_1755_RED-0078,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_011505_1755_RED-0078.jpg,ESP_011505_1755_RED-0078
ESP_019697_2020_RED-0066.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0066,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0066.jpg,ESP_019697_2020_RED-0066
ESP_046549_1790_RED-0142.jpg,5,train,ESP_046549_1790,ESP_046549_1790_RED-0142,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0142.jpg,ESP_046549_1790_RED-0142
ESP_013049_0950_RED-0076.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0076,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0076.jpg,ESP_013049_0950_RED-0076
ESP_013049_0950_RED-0015.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0015,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0015.jpg,ESP_013049_0950_RED-0015
ESP_046834_1525_RED-0087.jpg,5,train,ESP_046834_1525,ESP_046834_1525_RED-0087,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0087.jpg,ESP_046834_1525_RED-0087
ESP_050128_2025_RED-0038.jpg,3,train,ESP_050128_2025,ESP_050128_2025_RED-0038,True,,slope streak,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_050128_2025_RED-0038.jpg,ESP_050128_2025_RED-0038
ESP_034590_1795_RED-0251.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0251,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0251.jpg,ESP_034590_1795_RED-0251
ESP_050128_2025_RED-0027.jpg,1,train,ESP_050128_2025,ESP_050128_2025_RED-0027,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_050128_2025_RED-0027.jpg,ESP_050128_2025_RED-0027
ESP_030993_1960_RED-0061.jpg,1,train,ESP_030993_1960,ESP_030993_1960_RED-0061,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_030993_1960_RED-0061.jpg,ESP_030993_1960_RED-0061
ESP_039350_1915_RED-0047.jpg,1,train,ESP_039350_1915,ESP_039350_1915_RED-0047,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_039350_1915_RED-0047.jpg,ESP_039350_1915_RED-0047
ESP_012053_0980_RED-0161.jpg,3,train,ESP_012053_0980,ESP_012053_0980_RED-0161,True,,slope streak,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_012053_0980_RED-0161.jpg,ESP_012053_0980_RED-0161
ESP_029793_2005_RED-0080.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0080,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0080.jpg,ESP_029793_2005_RED-0080
ESP_046834_1525_RED-0072.jpg,1,train,ESP_046834_1525,ESP_046834_1525_RED-0072,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046834_1525_RED-0072.jpg,ESP_046834_1525_RED-0072
ESP_017038_1790_RED-0097.jpg,5,train,ESP_017038_1790,ESP_017038_1790_RED-0097,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_017038_1790_RED-0097.jpg,ESP_017038_1790_RED-0097
ESP_034590_1795_RED-0252.jpg,1,train,ESP_034590_1795,ESP_034590_1795_RED-0252,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0252.jpg,ESP_034590_1795_RED-0252
ESP_029793_2005_RED-0119.jpg,5,train,ESP_029793_2005,ESP_029793_2005_RED-0119,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0119.jpg,ESP_029793_2005_RED-0119
ESP_013049_0950_RED-0069.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0069,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0069.jpg,ESP_013049_0950_RED-0069
ESP_013049_0950_RED-0214.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0214,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0214.jpg,ESP_013049_0950_RED-0214
ESP_029793_2005_RED-0045.jpg,1,train,ESP_029793_2005,ESP_029793_2005_RED-0045,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_029793_2005_RED-0045.jpg,ESP_029793_2005_RED-0045
ESP_013049_0950_RED-0010.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0010,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0010.jpg,ESP_013049_0950_RED-0010
ESP_013049_0950_RED-0230.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0230,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0230.jpg,ESP_013049_0950_RED-0230
ESP_019697_2020_RED-0033.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0033,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0033.jpg,ESP_019697_2020_RED-0033
ESP_013049_0950_RED-0152.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0152,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0152.jpg,ESP_013049_0950_RED-0152
ESP_013049_0950_RED-0123.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0123,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0123.jpg,ESP_013049_0950_RED-0123
ESP_019697_2020_RED-0097.jpg,1,train,ESP_019697_2020,ESP_019697_2020_RED-0097,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_019697_2020_RED-0097.jpg,ESP_019697_2020_RED-0097
ESP_034590_1795_RED-0104.jpg,5,train,ESP_034590_1795,ESP_034590_1795_RED-0104,True,,impact ejecta,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_034590_1795_RED-0104.jpg,ESP_034590_1795_RED-0104
ESP_013049_0950_RED-0108.jpg,7,train,ESP_013049_0950,ESP_013049_0950_RED-0108,True,,spider,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_013049_0950_RED-0108.jpg,ESP_013049_0950_RED-0108
ESP_046549_1790_RED-0161.jpg,1,train,ESP_046549_1790,ESP_046549_1790_RED-0161,True,,crater,data/hirise/extracted/hirise-map-proj-v3_2/map-proj-v3_2/ESP_046549_1790_RED-0161.jpg,ESP_046549_1790_RED-0161
